runid,dataset,alg,lambd,eta,M,K,T,local_batch,seed,record_intvl,final_loss,best_loss
0827T162216Z_YpyEXF,a9a,2,0.001,0.001,1,1,4096,1,1,512,0.4813666704328863,0.4813666704328863
0827T154244Z_2CmzDQ,a9a,5,0.001,0.02,4,8,4096,1,1,512,0.3970270984818263,0.3970270984818263
0827T161055Z_pGEQL9,a9a,1,0.001,0.001,1,32,4096,1,1,512,0.4620875998134795,0.4460128327289756
0827T162230Z_8CZr7R,a9a,2,0.001,0.1,1,32,4096,1,1,512,0.5022965235282615,0.4267092677597309
0827T155204Z_SYSTtM,a9a,5,0.001,0.01,2048,1,4096,1,1,512,0.4624165573414411,0.4624165573414411
0827T154032Z_7wbTGV,a9a,5,0.001,5.0,1,128,4096,1,1,512,7.080776499722578,1.1451013886529824
0827T153503Z_sowrNA,a9a,2,0.001,0.05,8,1,4096,1,1,512,0.3882548584379719,0.3834431195192078
0827T151528Z_QZzSqe,a9a,0,0.001,0.02,4,4,4096,1,1,512,0.3969408606801195,0.3969408606801195
0827T154037Z_uSQgxp,a9a,5,0.001,10.0,1,32,4096,1,1,512,14.416213265644435,1.1451013886529824
0827T155032Z_Ge8Jdn,a9a,5,0.001,0.1,256,8,4096,1,1,512,0.3458292542493861,0.3458292542493861
0827T160234Z_vhVYYZ,a9a,0,0.001,0.01,256,256,4096,1,1,512,0.4629181818440353,0.4629181818440353
0827T153318Z_NWbmS4,a9a,5,0.001,0.05,2,2,4096,1,1,512,0.3635919825105919,0.3635919825105919
0827T155222Z_waMjqg,a9a,5,0.001,0.1,2048,1,4096,1,1,512,0.345440374296957,0.345440374296957
0827T143225Z_kaOTZ0,a9a,2,0.001,0.05,4,4,4096,1,1,512,0.4007175514195694,0.3829303093388227
0827T154943Z_cZnoq2,a9a,5,0.001,2.0,8,32,4096,1,1,512,0.9923295215511672,0.9923295215511672
0827T145215Z_ARtB9O,a9a,0,0.001,0.01,2,2,4096,1,1,512,0.4561949210029508,0.4561949210029508
0827T162418Z_vhPxC4,a9a,2,0.001,0.2,256,64,4096,1,1,512,0.3368221786401278,0.3358316124906518
0827T153429Z_1aswxB,a9a,1,0.001,0.05,8,1,4096,1,1,512,0.4941360826155755,0.4364889620989699
0827T153421Z_JW2hvJ,a9a,1,0.001,0.05,1,2,4096,1,1,512,1.6606443531783617,1.1451013886529824
0827T154508Z_h8WLd2,a9a,5,0.001,10.0,8,2,4096,1,1,512,3.0157098381103333,1.1451013886529824
0827T154058Z_IWzT0b,a9a,5,0.001,0.005,2,32,4096,1,1,512,0.5558669689913466,0.5558669689913466
0827T153419Z_xsFBCX,a9a,1,0.001,0.02,8,4,4096,1,1,512,0.3557920763745393,0.3495696012316863
0827T151610Z_K4VU7D,a9a,1,0.001,0.05,2,2,4096,1,1,512,1.1244062281218774,0.7638685794108114
0827T154119Z_1W9Ou6,a9a,5,0.001,0.05,2,32,4096,1,1,512,0.363954045876045,0.363954045876045
0827T162416Z_LYVWM5,a9a,2,0.001,0.1,256,64,4096,1,1,512,0.3342895531565503,0.3342895531565503
0827T145221Z_9lc30b,a9a,0,0.001,0.01,8,4,4096,1,1,512,0.460837244285581,0.460837244285581
0827T153916Z_dfifuA,a9a,5,0.001,0.001,1,64,4096,1,1,512,0.777914316671372,0.777914316671372
0827T143110Z_qHlGhN,a9a,0,0.001,0.05,1,1,4096,1,1,512,0.3952096145660694,0.3816145560737722
0827T154326Z_lfygSV,a9a,5,0.001,2.0,4,32,4096,1,1,512,1.1885539328268098,1.1451013886529824
0827T153316Z_zbIGEi,a9a,5,0.001,0.05,1,4,4096,1,1,512,0.3952096145660694,0.3952096145660694
0827T153455Z_F0xdG9,a9a,2,0.001,0.05,1,2,4096,1,1,512,1.752858343958282,0.94492054071185
0827T154144Z_4F8Vh6,a9a,5,0.001,0.5,2,256,4096,1,1,512,0.5314900768256924,0.5314900768256924
0827T151607Z_rGmLz9,a9a,1,0.001,0.05,1,2,4096,1,1,512,1.6606443531783617,1.1451013886529824
0827T143208Z_YmVmcP,a9a,2,0.001,0.02,1,4,4096,1,1,512,0.6774644941811762,0.556845847974357
0827T143057Z_2ZG6yw,a9a,0,0.001,0.01,8,1,4096,1,1,512,0.4608268260382995,0.4608268260382995
0827T151537Z_Cp1K0J,a9a,0,0.001,0.05,2,4,4096,1,1,512,0.3636672849227462,0.3636672849227462
0827T160104Z_Epva9n,a9a,0,0.001,0.02,8,256,4096,1,1,512,0.3975563487426826,0.3975563487426826
0827T161236Z_uNJXn2,a9a,1,0.001,0.2,256,1,4096,1,1,512,0.3390666798287602,0.3373514102017262
0827T153332Z_rfHgLX,a9a,0,0.001,0.01,4,2,4096,1,1,512,0.4594088872044164,0.4594088872044164
0827T154900Z_pyJcVS,a9a,5,0.001,0.01,1,64,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T153423Z_dfAPud,a9a,1,0.001,0.05,2,1,4096,1,1,512,1.2892090988251308,1.1451013886529824
0827T153929Z_JtxcYw,a9a,5,0.001,0.005,1,64,4096,1,1,512,0.5573439242261623,0.5573439242261623
0827T155952Z_oDO9tf,a9a,0,0.001,0.001,1,32,4096,1,1,512,0.777914316671372,0.777914316671372
0827T153426Z_FYZ8fe,a9a,1,0.001,0.05,4,1,4096,1,1,512,0.6216501302980878,0.6216501302980878
0827T153349Z_drcVIJ,a9a,0,0.001,0.05,2,1,4096,1,1,512,0.363739538921115,0.363739538921115
0827T154313Z_KrhVqj,a9a,5,0.001,0.5,4,64,4096,1,1,512,0.4401437449023466,0.4401437449023466
0827T151558Z_w3Kd1r,a9a,1,0.001,0.02,2,2,4096,1,1,512,0.7280122769279445,0.5909593043160792
0827T161040Z_J0Sujc,a9a,1,0.001,0.01,1,1,4096,1,1,512,2.2355597348256606,1.1451013886529824
0827T154128Z_lPsYmN,a9a,5,0.001,0.1,2,64,4096,1,1,512,0.3573979665302107,0.3573979665302107
0827T154936Z_lMNhff,a9a,5,0.001,5.0,8,8,4096,1,1,512,1.4274331362502246,1.1451013886529824
0827T143201Z_p6jF1Y,a9a,2,0.001,0.01,4,1,4096,1,1,512,0.409063404591005,0.409063404591005
0827T160032Z_dOTuRs,a9a,0,0.001,0.01,8,8,4096,1,1,512,0.4608524703126513,0.4608524703126513
0827T154244Z_ZgedNP,a9a,5,0.001,0.02,4,4,4096,1,1,512,0.3969693317674354,0.3969693317674354
0827T153422Z_d3uzVd,a9a,1,0.001,0.05,1,4,4096,1,1,512,1.9930578217103367,1.0494253799537798
0827T143059Z_4dYrjb,a9a,0,0.001,0.01,8,4,4096,1,1,512,0.460837244285581,0.460837244285581
0827T155838Z_YphgCG,a9a,5,0.001,0.01,2048,256,4096,1,1,512,0.4627078333215663,0.4627078333215663
0827T160731Z_pIrq5Y,a9a,0,0.001,0.2,2048,64,4096,1,1,512,0.3407339195681216,0.3407339195681216
0827T160206Z_GWxoFy,a9a,0,0.001,0.1,256,64,4096,1,1,512,0.346278533244271,0.346278533244271
0827T160050Z_Hh3Qht,a9a,0,0.001,0.1,8,64,4096,1,1,512,0.3469176305888207,0.3469176305888207
0827T161837Z_cdqA6r,a9a,1,0.001,0.01,2048,64,4096,1,1,512,0.3451398459759385,0.3451398459759385
0827T160023Z_E5mqOH,a9a,0,0.001,0.002,8,1,4096,1,1,512,0.698468490648676,0.698468490648676
0827T163255Z_0qwjtL,a9a,2,0.001,0.2,2048,256,4096,1,1,512,0.3399761526396879,0.3399761526396879
0827T155748Z_15wDyJ,a9a,5,0.001,0.2,2048,128,4096,1,1,512,0.3430958430002211,0.3430958430002211
0827T143135Z_iAIDk0,a9a,1,0.001,0.02,2,1,4096,1,1,512,1.1240893154731817,0.721369007355909
0827T160049Z_fVPr2Z,a9a,0,0.001,0.02,8,64,4096,1,1,512,0.3974541454587233,0.3974541454587233
0827T155951Z_qW0kaQ,a9a,0,0.001,5.0,1,8,4096,1,1,512,7.080776499722578,1.1451013886529824
0827T154000Z_ctsVIj,a9a,5,0.001,0.2,1,1,4096,1,1,512,0.4196268830276824,0.4051390251210895
0827T154011Z_re5vr3,a9a,5,0.001,0.5,1,64,4096,1,1,512,0.5804601497153012,0.5799551399711695
0827T162317Z_ki6jr0,a9a,2,0.001,0.01,8,256,4096,1,1,512,0.3986686296521506,0.3986686296521506
0827T154956Z_zhZOk8,a9a,5,0.001,0.2,8,128,4096,1,1,512,0.3439012985256977,0.3439012985256977
0827T145300Z_vTfvm7,a9a,1,0.001,0.02,2,2,4096,1,1,512,0.7280122769279445,0.5909593043160792
0827T151627Z_jJV8d4,a9a,2,0.001,0.01,8,2,4096,1,1,512,0.346588316331046,0.346588316331046
0827T160154Z_tp7UqD,a9a,0,0.001,1.0,256,32,4096,1,1,512,0.4758074732393419,0.4450779501233396
0827T161123Z_uct1B3,a9a,1,0.001,0.001,1,8,4096,1,1,512,0.4165510988462453,0.4165510988462453
0827T162233Z_LfKkxG,a9a,2,0.001,0.01,1,64,4096,1,1,512,0.4031352306166939,0.4031352306166939
0827T154421Z_uV9xEO,a9a,5,0.001,0.05,8,32,4096,1,1,512,0.3598710168504923,0.3598710168504923
0827T154331Z_SBonTs,a9a,5,0.001,5.0,4,4,4096,1,1,512,1.9596485668039283,1.1451013886529824
0827T154156Z_M1OJYr,a9a,5,0.001,2.0,2,64,4096,1,1,512,1.8198568406863396,1.1451013886529824
0827T143224Z_oGWGh6,a9a,2,0.001,0.05,4,2,4096,1,1,512,0.4589799319600294,0.4087524095135258
0827T161127Z_roNeVl,a9a,1,0.001,0.1,1,8,4096,1,1,512,1.713214521941167,0.8705264667761912
0827T162257Z_8CMpCf,a9a,2,0.001,0.1,8,8,4096,1,1,512,0.3462771654784353,0.3462771654784353
0827T155903Z_pHkCbI,a9a,5,0.001,0.2,2048,256,4096,1,1,512,0.3444437031421623,0.3444437031421623
0827T162745Z_ILUF3i,a9a,2,0.001,0.001,2048,32,4096,1,1,512,0.4590384799801288,0.4590384799801288
0827T154341Z_LXpAIT,a9a,5,0.001,10.0,4,128,4096,1,1,512,7.2003517691804175,1.1451013886529824
0827T161101Z_fssy1m,a9a,1,0.001,1.0,1,32,4096,1,1,512,2.571703310615322,1.1451013886529824
0827T154322Z_n00jQS,a9a,5,0.001,1.0,4,256,4096,1,1,512,0.7129803419114007,0.7129803419114007
0827T155023Z_jXTPp6,a9a,5,0.001,5.0,256,1,4096,1,1,512,0.6297572527740023,0.4318043758736838
0827T153420Z_jHz9ol,a9a,1,0.001,0.05,1,1,4096,1,1,512,2.235187080082373,1.1451013886529824
0827T162040Z_9bOvRg,a9a,1,0.001,0.2,2048,128,4096,1,1,512,0.3392602627371124,0.3384725977703036
0827T160929Z_gDBQtM,a9a,0,0.001,0.002,2048,256,4096,1,1,512,0.7000162375431932,0.7000162375431932
0827T155540Z_FQ4dMK,a9a,5,0.001,5.0,2048,32,4096,1,1,512,2.2218715207049247,1.1451013886529906
0827T151619Z_zogZJU,a9a,2,0.001,0.01,1,4,4096,1,1,512,0.5638318912609009,0.5060302851813607
0827T153450Z_avmFTB,a9a,2,0.001,0.02,4,4,4096,1,1,512,0.3641210100786545,0.3628079447024363
0827T154916Z_612vG5,a9a,5,0.001,0.1,1,256,4096,1,1,512,0.4043773921493431,0.4043773921493431
0827T151543Z_8C7cFC,a9a,1,0.001,0.01,1,1,4096,1,1,512,2.2355597348256606,1.1451013886529824
0827T155027Z_GCrzV9,a9a,5,0.001,0.002,256,8,4096,1,1,512,0.6999180200956939,0.6999180200956939
0827T153408Z_wEADu2,a9a,1,0.001,0.01,8,4,4096,1,1,512,0.3597133404664349,0.3489361970135305
0827T151538Z_u49nAO,a9a,0,0.001,0.05,4,2,4096,1,1,512,0.3620343439619046,0.3620343439619046
0827T162301Z_kqav1r,a9a,2,0.001,0.01,8,32,4096,1,1,512,0.3611061181617932,0.3611061181617932
0827T153442Z_cMv6e5,a9a,2,0.001,0.01,8,4,4096,1,1,512,0.3447157897793478,0.3401238963119688
0827T161436Z_9d8X9V,a9a,1,0.001,0.02,2048,1,4096,1,1,512,0.3337691129378928,0.3335213936929537
0827T161256Z_dJsUIX,a9a,1,0.001,0.002,256,32,4096,1,1,512,0.3780368607811193,0.3780368607811193
0827T151529Z_zRB8AC,a9a,0,0.001,0.02,8,1,4096,1,1,512,0.3971950532823183,0.3971950532823183
0827T160040Z_9ob2cC,a9a,0,0.001,0.01,8,32,4096,1,1,512,0.4608938913153883,0.4608938913153883
0827T161405Z_SaMkVP,a9a,1,0.001,0.002,2048,1,4096,1,1,512,0.3335410071491838,0.3335342614891581
0827T153322Z_JR7gXw,a9a,5,0.001,0.05,4,4,4096,1,1,512,0.3624068046039349,0.3624068046039349
0827T145258Z_p998oV,a9a,1,0.001,0.02,1,4,4096,1,1,512,0.9873030506128704,0.7147762941809167
0827T154903Z_5bG0sX,a9a,5,0.001,1.0,1,64,4096,1,1,512,1.0677920576892523,1.0451548206041106
0827T155354Z_CZ2G7z,a9a,5,0.001,0.2,2048,8,4096,1,1,512,0.3390050393341884,0.3390050393341884
0827T162345Z_ECaAHI,a9a,2,0.001,0.02,256,8,4096,1,1,512,0.3338365113916058,0.3338365113916058
0827T145315Z_RAImPp,a9a,1,0.001,0.05,4,2,4096,1,1,512,0.5411640641412072,0.4937735620396353
0827T154416Z_ivoMGj,a9a,5,0.001,0.02,8,128,4096,1,1,512,0.3975041359184932,0.3975041359184932
0827T151559Z_5EKFAk,a9a,1,0.001,0.02,2,4,4096,1,1,512,0.6197232718649583,0.497316508951896
0827T143138Z_5SvmXA,a9a,1,0.001,0.02,4,1,4096,1,1,512,0.5864730996652552,0.4551840096000752
0827T160028Z_hFzjHY,a9a,0,0.001,1.0,8,1,4096,1,1,512,0.369473308314857,0.369473308314857
0827T154308Z_vgdS3X,a9a,5,0.001,0.2,4,256,4096,1,1,512,0.3666161178127258,0.3666161178127258
0827T154948Z_8yqEGi,a9a,5,0.001,0.2,8,64,4096,1,1,512,0.3439473371846668,0.3439473371846668
0827T154411Z_D5Kpzn,a9a,5,0.001,0.02,8,1,4096,1,1,512,0.3971967840605328,0.3971967840605328
0827T154111Z_hZJqPk,a9a,5,0.001,0.02,2,8,4096,1,1,512,0.3953747884360685,0.3953747884360685
0827T154837Z_NOxBX6,a9a,5,0.001,0.002,1,1,4096,1,1,512,0.6967947698880742,0.6967947698880742
0827T160055Z_PyBLaG,a9a,0,0.001,0.002,8,128,4096,1,1,512,0.6984802205338906,0.6984802205338906
0827T154923Z_R6Rfdp,a9a,5,0.001,0.02,8,1,4096,1,1,512,0.3971967840605328,0.3971967840605328
0827T151557Z_MdQND5,a9a,1,0.001,0.02,2,1,4096,1,1,512,1.1240893154731817,0.721369007355909
0827T155805Z_0H5vFt,a9a,5,0.001,2.0,2048,128,4096,1,1,512,1.0660078283539471,0.932490041328047
0827T161220Z_cwIQZb,a9a,1,0.001,0.02,8,256,4096,1,1,512,0.3520482837472145,0.3520482837472145
0827T155001Z_dQr4ZT,a9a,5,0.001,0.01,8,256,4096,1,1,512,0.4610298563327303,0.4610298563327303
0827T161215Z_dUKU4l,a9a,1,0.001,0.1,8,128,4096,1,1,512,0.3382026446713836,0.3382026446713836
0827T155113Z_YCZ0Yi,a9a,5,0.001,0.001,256,128,4096,1,1,512,0.7796403432328683,0.7796403432328683
0827T161258Z_eq7UkL,a9a,1,0.001,0.01,256,32,4096,1,1,512,0.33702717905682,0.33702717905682
0827T160003Z_Zlw2Im,a9a,0,0.001,0.2,1,64,4096,1,1,512,0.4196268830276824,0.3853085223625162
0827T153923Z_f7QSln,a9a,5,0.001,0.002,1,64,4096,1,1,512,0.6967947698880742,0.6967947698880742
0827T160156Z_AQpngY,a9a,0,0.001,2.0,256,32,4096,1,1,512,0.8308264326175476,0.7487140647808781
0827T153446Z_qszrsx,a9a,2,0.001,0.02,2,1,4096,1,1,512,0.864128370938407,0.583422801706559
0827T160039Z_9xXRU2,a9a,0,0.001,0.001,8,32,4096,1,1,512,0.7787102730550163,0.7787102730550163
0827T154939Z_31oPNg,a9a,5,0.001,0.02,8,32,4096,1,1,512,0.3973913134023504,0.3973913134023504
0827T161145Z_7RpEGs,a9a,1,0.001,0.01,1,256,4096,1,1,512,0.3988767004535698,0.3988767004535698
0827T153407Z_6R4cQJ,a9a,1,0.001,0.01,8,2,4096,1,1,512,0.3595489610451365,0.350796830004062
0827T160213Z_zcMwBv,a9a,0,0.001,5.0,256,64,4096,1,1,512,2.233909141473128,1.145101388652984
0827T141601Z_DnHwWU,a9a,0,0.001,0.01,2,1,4096,1,1,512,0.4561726461717078,0.4561726461717078
0827T162825Z_2ayeUa,a9a,2,0.001,0.02,2048,32,4096,1,1,512,0.3390681206443821,0.3390681206443821
0827T142215Z_36Ibzd,a9a,0,0.001,0.02,1,1,4096,1,1,512,0.4035973378482793,0.4035973378482793
0827T154029Z_9ndTqc,a9a,5,0.001,5.0,1,8,4096,1,1,512,7.080776499722578,1.1451013886529824
0827T154106Z_5CKsnZ,a9a,5,0.001,0.01,2,128,4096,1,1,512,0.4561561106909865,0.4561561106909865
0827T153259Z_s34w4L,a9a,5,0.001,0.01,8,1,4096,1,1,512,0.460829845707923,0.460829845707923
0827T153930Z_9L9kYb,a9a,5,0.001,0.005,1,128,4096,1,1,512,0.5573439242261623,0.5573439242261623
0827T160632Z_gzBL7T,a9a,0,0.001,2.0,2048,32,4096,1,1,512,0.7998199677905644,0.7602788131389857
0827T154848Z_WWR2yi,a9a,5,0.001,0.2,1,8,4096,1,1,512,0.4196268830276824,0.4196268830276824
0827T154807Z_y1iHg6,a9a,5,0.001,0.002,1,1,4096,1,1,512,0.6967947698880742,0.6967947698880742
0827T154917Z_RDIxPf,a9a,5,0.001,1.0,1,256,4096,1,1,512,1.0677920576892523,1.0677920576892523
0827T160355Z_0EPAQQ,a9a,0,0.001,2.0,2048,1,4096,1,1,512,0.3336409463607709,0.3335513574184502
0827T143219Z_GtIsoN,a9a,2,0.001,0.05,1,2,4096,1,1,512,1.752858343958282,0.94492054071185
0827T155949Z_krALmp,a9a,0,0.001,1.0,1,8,4096,1,1,512,1.0677920576892523,0.9206310976213796
0827T154100Z_WffLTg,a9a,5,0.001,0.005,2,256,4096,1,1,512,0.5558627219572692,0.5558627219572692
0827T151514Z_p0u7CH,a9a,0,0.001,0.01,2,2,4096,1,1,512,0.4561949210029508,0.4561949210029508
0827T153336Z_sABjah,a9a,0,0.001,0.02,1,1,4096,1,1,512,0.4035973378482793,0.4035973378482793
0827T143119Z_pwO72t,a9a,0,0.001,0.05,8,2,4096,1,1,512,0.359745871139357,0.359745871139357
0827T162357Z_1jjKAf,a9a,2,0.001,0.01,256,32,4096,1,1,512,0.3578989733961964,0.3578989733961964
0827T151539Z_LC9rwz,a9a,0,0.001,0.05,4,4,4096,1,1,512,0.3621734968126928,0.3621734968126928
0827T154301Z_CVCZYZ,a9a,5,0.001,0.1,4,256,4096,1,1,512,0.3549227044176518,0.3549227044176518
0827T153256Z_QQQrD5,a9a,5,0.001,0.01,4,1,4096,1,1,512,0.4594235107939453,0.4594235107939453
0827T143206Z_xeOYEu,a9a,2,0.001,0.01,8,4,4096,1,1,512,0.3447157897793478,0.3401238963119688
0827T161053Z_Un0vC7,a9a,1,0.001,2.0,1,8,4096,1,1,512,10.41721475991606,1.1451013886529824
0827T154121Z_bb6FdD,a9a,5,0.001,0.05,2,128,4096,1,1,512,0.3639653749608964,0.3639653749608964
0827T162307Z_8ptRmC,a9a,2,0.001,0.02,8,64,4096,1,1,512,0.3515007337093107,0.3515007337093107
0827T154202Z_HZPXvk,a9a,5,0.001,5.0,2,8,4096,1,1,512,3.6357128927022417,1.1451013886529824
0827T162350Z_tre1vg,a9a,2,0.001,0.2,256,8,4096,1,1,512,0.3347324318421095,0.3341109217710936
0827T155034Z_BZP3uB,a9a,5,0.001,0.2,256,8,4096,1,1,512,0.338980822113821,0.338980822113821
0827T163148Z_w5gBzd,a9a,2,0.001,0.001,2048,256,4096,1,1,512,0.6168069943453706,0.6168069943453706
0827T153505Z_Gi3Agg,a9a,2,0.001,0.05,8,4,4096,1,1,512,0.3494045359107414,0.3483211317260394
0827T155144Z_0B0U49,a9a,5,0.001,0.001,2048,1,4096,1,1,512,0.7796697218204239,0.7796697218204239
0827T154910Z_Ww33vy,a9a,5,0.001,1.0,1,128,4096,1,1,512,1.0677920576892523,1.0677920576892523
0827T160514Z_HWhBtR,a9a,0,0.001,2.0,2048,8,4096,1,1,512,0.581197065646129,0.5658138661133129
0827T153953Z_GQaJ33,a9a,5,0.001,0.1,1,1,4096,1,1,512,0.4043773921493431,0.4012890621305859
0827T153949Z_7WC2TF,a9a,5,0.001,0.05,1,8,4096,1,1,512,0.3952096145660694,0.3952096145660694
0827T161336Z_juXRpQ,a9a,1,0.001,0.001,256,256,4096,1,1,512,0.5074923935051767,0.5074923935051767
0827T155122Z_QIpecd,a9a,5,0.001,0.2,256,128,4096,1,1,512,0.3428375825607462,0.3428375825607462
0827T154135Z_zmiNvt,a9a,5,0.001,0.2,2,64,4096,1,1,512,0.3655152216324401,0.3655152216324401
0827T160239Z_jhKPQL,a9a,0,0.001,0.2,256,256,4096,1,1,512,0.3429797751224052,0.3429797751224052
0827T154925Z_VM9G77,a9a,5,0.001,0.2,8,1,4096,1,1,512,0.342385029330402,0.342385029330402
0827T143145Z_zFqBjw,a9a,1,0.001,0.05,1,2,4096,1,1,512,1.6606443531783617,1.1451013886529824
0827T162315Z_8ReDb7,a9a,2,0.001,0.2,8,128,4096,1,1,512,0.34233103728375,0.34233103728375
0827T154909Z_IRroZp,a9a,5,0.001,0.2,1,128,4096,1,1,512,0.4196268830276824,0.4196268830276824
0827T145327Z_P6b7b9,a9a,2,0.001,0.01,4,4,4096,1,1,512,0.3565305851840996,0.3499917841175272
0827T162425Z_LlJm11,a9a,2,0.001,0.01,256,128,4096,1,1,512,0.3998470943018288,0.3998470943018288
0827T154443Z_iSRFYU,a9a,5,0.001,0.5,8,64,4096,1,1,512,0.3899919217673487,0.3899919217673487
0827T160243Z_aSTSIx,a9a,0,0.001,2.0,256,256,4096,1,1,512,1.0472823789974868,0.981638022225492
0827T160031Z_EeDpFF,a9a,0,0.001,0.002,8,8,4096,1,1,512,0.6984715683750639,0.6984715683750639
0827T153347Z_8pNe9w,a9a,0,0.001,0.05,1,1,4096,1,1,512,0.3952096145660694,0.3816145560737722
0827T154336Z_Z3EJLJ,a9a,5,0.001,10.0,4,1,4096,1,1,512,6.977881525291549,1.1451013886529824
0827T160229Z_MKrvFG,a9a,0,0.001,5.0,256,128,4096,1,1,512,2.398915920041438,1.145101388652984
0827T154132Z_kGDbbo,a9a,5,0.001,0.2,2,4,4096,1,1,512,0.3605987172383407,0.3605987172383407
0827T154515Z_nq5gPJ,a9a,5,0.001,0.001,16,2,4096,1,1,512,0.7794690519657109,0.7794690519657109
0827T154033Z_z87FRV,a9a,5,0.001,10.0,1,1,4096,1,1,512,14.416213265644435,1.1451013886529824
0827T153926Z_cxnV4O,a9a,5,0.001,0.005,1,2,4096,1,1,512,0.5573439242261623,0.5573439242261623
0827T143152Z_ISWlds,a9a,1,0.001,0.05,8,1,4096,1,1,512,0.4941360826155755,0.4364889620989699
0827T145249Z_F80R6b,a9a,1,0.001,0.01,4,1,4096,1,1,512,0.4859547353086813,0.4331330025837414
0827T153437Z_7ONe0N,a9a,2,0.001,0.01,4,1,4096,1,1,512,0.409063404591005,0.409063404591005
0827T162442Z_hZH66F,a9a,2,0.001,0.02,256,256,4096,1,1,512,0.3712946370354558,0.3712946370354558
0827T151637Z_i5DLCr,a9a,2,0.001,0.02,4,4,4096,1,1,512,0.3641210100786545,0.3628079447024363
0827T155706Z_eZHb7t,a9a,5,0.001,0.001,2048,128,4096,1,1,512,0.779670080315028,0.779670080315028
0827T160157Z_DEZSaK,a9a,0,0.001,5.0,256,32,4096,1,1,512,2.102348326617608,1.145101388652984
0827T154044Z_IBgxSx,a9a,5,0.001,0.001,2,64,4096,1,1,512,0.7779603546610058,0.7779603546610058
0827T153946Z_hFrPul,a9a,5,0.001,0.05,1,1,4096,1,1,512,0.3952096145660694,0.3952096145660694
0827T153342Z_aWasLc,a9a,0,0.001,0.02,4,2,4096,1,1,512,0.3968856295723533,0.3968856295723533
0827T155141Z_c5xY1E,a9a,5,0.001,2.0,256,256,4096,1,1,512,1.106886090536558,1.106886090536558
0827T154430Z_6wxsl5,a9a,5,0.001,0.1,8,128,4096,1,1,512,0.3473716822837361,0.3473716822837361
0827T142216Z_wdwsIk,a9a,0,0.001,0.02,1,2,4096,1,1,512,0.4035973378482793,0.4035973378482793
0827T154300Z_d0jEG1,a9a,5,0.001,0.1,4,128,4096,1,1,512,0.3551395415091828,0.3551395415091828
0827T155059Z_thHZNQ,a9a,5,0.001,0.002,256,64,4096,1,1,512,0.6999220752011492,0.6999220752011492
0827T155514Z_GKJghp,a9a,5,0.001,0.2,2048,32,4096,1,1,512,0.340667479534161,0.340667479534161
0827T155938Z_qKa6D3,a9a,0,0.001,0.002,1,1,4096,1,1,512,0.6967947698880742,0.6967947698880742
0827T161118Z_TkcvLL,a9a,1,0.001,0.001,1,1,4096,1,1,512,0.9963603783091112,0.5191202809566954
0827T160120Z_6lRIQE,a9a,0,0.001,0.2,256,1,4096,1,1,512,0.3377155227734539,0.3377155227734539
0827T161020Z_r0MkL7,a9a,0,0.001,2.0,2048,256,4096,1,1,512,1.0613092626059686,1.0174830949148232
0827T154946Z_DXJqE3,a9a,5,0.001,0.01,8,64,4096,1,1,512,0.4609858747320988,0.4609858747320988
0827T154431Z_RnMpRK,a9a,5,0.001,0.1,8,256,4096,1,1,512,0.3473741312407172,0.3473741312407172
0827T154148Z_rmKSfQ,a9a,5,0.001,1.0,2,32,4096,1,1,512,1.1893305086970165,1.1451013886529824
0827T154429Z_JBjKUm,a9a,5,0.001,0.1,8,32,4096,1,1,512,0.3468699312035301,0.3468699312035301
0827T160025Z_WU0rqO,a9a,0,0.001,0.02,8,1,4096,1,1,512,0.3971950532823183,0.3971950532823183
0827T161156Z_GYANOo,a9a,1,0.001,0.002,8,8,4096,1,1,512,0.3455395546638648,0.3455395546638648
0827T160053Z_miROgm,a9a,0,0.001,5.0,8,64,4096,1,1,512,2.580624044132081,1.1451013886529824
0827T160106Z_t669J2,a9a,0,0.001,0.2,8,256,4096,1,1,512,0.3440575260887279,0.3440575260887279
0827T153257Z_G9XzUu,a9a,5,0.001,0.01,4,2,4096,1,1,512,0.4594353854213669,0.4594353854213669
0827T160135Z_nrXT9K,a9a,0,0.001,0.1,256,8,4096,1,1,512,0.3457257661178693,0.3457257661178693
0827T143228Z_AkJ8u1,a9a,2,0.001,0.05,8,4,4096,1,1,512,0.3494045359107414,0.3483211317260394
0827T155124Z_EMbNqO,a9a,5,0.001,1.0,256,128,4096,1,1,512,0.563642218008017,0.5404431501797432
0827T143133Z_gbDpd1,a9a,1,0.001,0.02,1,1,4096,1,1,512,1.938547316715791,1.1451013886529824
0827T154325Z_r3eWOM,a9a,5,0.001,2.0,4,8,4096,1,1,512,0.9286923612531254,0.9286923612531254
0827T151552Z_G5LMtH,a9a,1,0.001,0.01,8,1,4096,1,1,512,0.3808415755503713,0.3654915201614034
0827T155939Z_yXtS92,a9a,0,0.001,0.01,1,1,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T155108Z_hX7k8c,a9a,5,0.001,1.0,256,64,4096,1,1,512,0.5338931320527811,0.5276975853246144
0827T161524Z_GyXA47,a9a,1,0.001,0.001,2048,8,4096,1,1,512,0.3632023337838923,0.3632023337838923
0827T151523Z_0mJJiD,a9a,0,0.001,0.02,1,4,4096,1,1,512,0.4035973378482793,0.4035973378482793
